,SoS091a_CP04272_S249_L001,SoS055a_CP04272_S217_L001,UG006_CP04272_S262_L001,SoS042a_CP04272_S215_L001,SoS036a_CP04272_S211_L001,X9B1L_CP04272_S278_L001,SoS024a_CP04272_S197_L001,SoS070a_CP04272_S227_L001,SoS078b_CP04272_S236_L001,SoS017a_CP04272_S191_L001,SoS098b_CP04272_S252_L001,P060_CP04272_S338_L001,P006_CP04272_S287_L001,SoS002a_CP04272_S177_L001,P012_CP04272_S291_L001,P031_CP04272_S310_L001,SoS081a_CP04272_S241_L001,P043_CP04272_S322_L001,SoS008a_CP04272_S185_L001,P026_CP04272_S305_L001,UG004_CP04272_S260_L001,SoS025a_CP04272_S199_L001,SoS098a_CP04272_S251_L001,SoS079b_CP04272_S238_L001,SoS017b_CP04272_S192_L001,SoS008b_CP04272_S186_L001,SoS081b_CP04272_S242_L001,SoS014a_CP04272_S189_L001,P009_CP04272_S288_L001,SoS042b_CP04272_S216_L001,SoS065b_CP04272_S224_L001,UG005_CP04272_S261_L001,SoS035a_CP04272_S209_L001,P004_CP04272_S285_L001,P018_CP04272_S297_L001,UG001_CP04272_S257_L001,SoS006b_CP04272_S184_L001,X2B1L_CP04272_S276_L001,SoS078a_CP04272_S235_L001,SoS006a_CP04272_S183_L001,P041_CP04272_S320_L001,SoS065a_CP04272_S223_L001,P024_CP04272_S303_L001,P033_CP04272_S312_L001,SoS036b_CP04272_S212_L001,P055_CP04272_S333_L001,P010_CP04272_S289_L001,P001_CP04272_S282_L001,P019_CP04272_S298_L001,SoS018a_CP04272_S193_L001,SoS091b_CP04272_S250_L001,SoS018b_CP04272_S194_L001,P015_CP04272_S294_L001,P036_CP04272_S315_L001,SoS005b_CP04272_S182_L001,P056_CP04272_S334_L001,P051_CP04272_S330_L001,SoS082b_CP04272_S244_L001,SoS039b_CP04272_S214_L001,P023_CP04272_S302_L001,P034_CP04272_S313_L001,SoS077a_CP04272_S233_L001,SoS011b_CP04272_S188_L001,SoS033a_CP04272_S207_L001,P003_CP04272_S284_L001,SoS077b_CP04272_S234_L001,P057_CP04272_S335_L001,SoS082a_CP04272_S243_L001,SoS075a_CP04272_S231_L001,SoS039a_CP04272_S213_L001,UG009_CP04272_S263_L001,SoS031b_CP04272_S206_L001,SoS014b_CP04272_S190_L001,SoS075b_CP04272_S232_L001,P046_CP04272_S325_L001,P017_CP04272_S296_L001,P021_CP04272_S300_L001,SoS004a_CP04272_S179_L001,X16B1NL_CP04272_S343_L001,P044_CP04272_S323_L001,P053_CP04272_S332_L001,SoS005a_CP04272_S181_L001,SoS087b_CP04272_S248_L001,X9B1NL_CP04272_S279_L001,SoS035b_CP04272_S210_L001,SoS025b_CP04272_S200_L001,P029_CP04272_S308_L001,P059_CP04272_S337_L001,P025_CP04272_S304_L001,SoS027b_CP04272_S202_L001,SoS085b_CP04272_S246_L001,SoS069a_CP04272_S225_L001,P040_CP04272_S319_L001,UG010_CP04272_S264_L001,P042_CP04272_S321_L001,P013_CP04272_S292_L001,SoS004b_CP04272_S180_L001,P058_CP04272_S336_L001,SoS011a_CP04272_S187_L001,SoS063b_CP04272_S222_L001,P038_CP04272_S317_L001,P050_CP04272_S329_L001,SoS063a_CP04272_S221_L001,P027_CP04272_S306_L001,P011_CP04272_S290_L001,P032_CP04272_S311_L001,SoS087a_CP04272_S247_L001,SoS073a_CP04272_S229_L001,P020_CP04272_S299_L001,SoS069b_CP04272_S226_L001,X17B1NL_CP04272_S273_L001,SoS085a_CP04272_S245_L001,P005_CP04272_S286_L001,P048_CP04272_S327_L001,P045_CP04272_S324_L001,SoS080a_CP04272_S239_L001,SoS024b_CP04272_S198_L001,P037_CP04272_S316_L001,SoS070b_CP04272_S228_L001,P049_CP04272_S328_L001,SoS055b_CP04272_S218_L001,SoS060a_CP04272_S219_L001,SoS002b_CP04272_S178_L001,SoS023a_CP04272_S195_L001,SoS100a_CP04272_S255_L001,P022_CP04272_S301_L001,SoS060b_CP04272_S220_L001,P016_CP04272_S295_L001,P035_CP04272_S314_L001,SoS023b_CP04272_S196_L001,P047_CP04272_S326_L001,X17B1L_CP04272_S344_L001,P002_CP04272_S283_L001,UG003_CP04272_S259_L001,SoS100b_CP04272_S256_L001,P039_CP04272_S318_L001,SoS079a_CP04272_S237_L001,P030_CP04272_S309_L001,X2B1NL_CP04272_S277_L001,P028_CP04272_S307_L001,SoS099a_CP04272_S253_L001,SoS099b_CP04272_S254_L001,P052_CP04272_S331_L001,SoS080b_CP04272_S240_L001,UG002_CP04272_S258_L001,SoS073b_CP04272_S230_L001,P014_CP04272_S293_L001
VF0136,0.029222273,0.029683859,0.018352042,0.025637336,0.025268722,0.024495886,0.031950303,0.024463568,0.024566698,0.02170335,0.024000575,0.024058756,0.020953248,0.024628303,0.031668853,0.016891892,0.021732198,0.023285979,0.028208039,0.025727472,0.02860934,0.02551265,0.028742484,0.024879827,0.023432869,0.028456795,0.023062849,0.017301608,0.021268138,0.02583505,0.026269741,0.031038678,0.020456726,0.02359882,0.026457667,0.023975852,0.024981333,0.02335303,0.026142877,0.025794264,0.014385221,0.027223903,0.026128111,0.018947153,0.025167181,0.030110935,0.023886681,0.027900674,0.020369192,0.026305404,0.030042108,0.025545907,0.023061962,0.025631528,0.0236047,0.02433607,0.032231405,0.022608801,0.024811997,0.005854151,0.018244907,0.026162228,0.026705246,0.025462498,0.026813565,0.024953817,0.007009346,0.025023372,0.02354118,0.025200741,0.028219423,0.025558509,0.027586989,0.020365384,0.027780685,0.026389903,0.028571429,0.024406083,0.017089258,0.024452883,0.022398346,0.022321114,0.028078276,0.023886898,0.025125058,0.023812173,0.029436178,0.035578886,0.029966018,0.02291589,0.025443616,0.025580101,0.032340558,0.028452458,0.014473176,0.006096012,0.026819797,0.026137249,0.025168815,0.025584917,0.015300231,0.022827536,0.027007128,0.022011657,0.027049521,0.022077793,0.023946442,0.02504783,0.026530765,0.025936509,0.01582015,0.026482785,0.014663764,0.024819038,0.01978691,0.022232583,0.028287407,0.018295794,0.03375625,0.024304445,0.027565714,0.009363974,0.027396642,0.02729898,0.028605356,0.026069498,0.021576092,0.026854519,0.007958219,0.029564136,0.024892262,0.026618571,0.020444104,0.025380755,0.026180437,0.021978022,0.025306047,0.025705504,0.023418716,0.026429668,0.024906542,0.020735891,0.021325353,0.027076296,0.027715584,0.024473708,0.024095794
VF0552,0.004218438,0.002530329,0.004285248,0.002194146,0.003207048,0.003150063,0.003389831,0.004182849,0.00195046,0.004329512,0.005006108,0.003342849,0.004220225,0.002295233,0.004116179,0.000750751,0.002766939,0.002594194,0.00371361,0.00217744,0.003001715,0.003746116,0.002802022,0.002245253,0.002563451,0.00269708,0.002480829,0.003048379,0.001590141,0.002169797,0.003012382,0.004241514,0.003492612,0.002949853,0.002088245,0.004813047,0.002097334,0.002465672,0.00186868,0.001774209,0.003482738,0.00279303,0.002352052,0.003687014,0.003053298,0.011093502,0.002676494,0.00233458,0.004455761,0.002278082,0.002058196,0.002222994,0.00333426,0.002301982,0.002706672,0.001901075,0.001652893,0.006303794,0.003518185,0.001917739,0.002798299,0.002140659,0.00269474,0.002923389,0.002511056,0.002220213,0,0.002471506,0.004195338,0.002094686,0.002910435,0.002751306,0.002138275,0.003723712,0.002783302,0.001856288,0.001717033,0.002636197,0.004525242,0.003523009,0.00172295,0.002603251,0.002616535,0.003138627,0.002495491,0.00313678,0.002490162,0.002916302,0.002780352,0.002724345,0.005158126,0.002147416,0.005566702,0.002086231,0.004515631,0.00482601,0.001760118,0.002226736,0.00213295,0.00235432,0.002886836,0.002224847,0.002227822,0.002865423,0.004993758,0.002537022,0.004196111,0.002117503,0.002173424,0.002442674,0.002892327,0.005434783,0.004238744,0.002376113,0.00761035,0.002576624,0.002409338,0.003571689,0.006068234,0.002558363,0.003111655,0.004712163,0.002393443,0.002179406,0.005086578,0.002338236,0.002453553,0.003269246,0.000994777,0.003220168,0.002186917,0.003358418,0.004594181,0.002345824,0.002048384,0.011988012,0.00290701,0.001676446,0.002702159,0.00252819,0.003549654,0.00462474,0.001689493,0.00339012,0.002721761,0.002078554,0.001423173
VF0403,0.002914557,0.001300169,0.001001444,0.003066409,0.001198238,0.000787516,0.001058363,0.001180484,0.001179908,0.001344603,0.002131788,0.001610424,0.001706291,0.001471449,0.000891839,0.009009009,0.001453816,0.000679432,0.001039041,0.003478547,0.00138354,0.000958722,0.001313992,0.00287375,0.001362555,0.001133071,0.001504003,0.004383074,0.00417412,0.003066647,0.002613684,0.001172718,0.001650355,0,0.000742049,0.001086374,0.001526332,0.003655996,0.001216273,0.001946601,0.001514234,0.002003968,0.001142127,0.00102417,0.00099107,0,0.001111775,0.001508498,0,0.002008464,0.002303669,0.001463471,0.000833565,0.00264728,0.00322073,0.001041157,0.004132231,0.000909201,0.001292933,0.007418622,0.001007388,0.003788281,0.003079703,0.002231595,0.003136648,0.002991715,0.009345794,0.001213375,0.00131559,0.001256053,0.000983255,0.00153127,0.000777555,0.001525274,0.001151383,0.00101745,0.001133242,0.001716234,0.002125374,0.001091064,0.00068918,0.003016605,0.001077397,0.001405438,0.00267131,0.001258885,0.001352681,0.001458151,0.001235712,0.001252862,0.002087953,0.004076114,0.001335161,0.001034635,0.000366654,0.066802134,0.001287086,0.00085092,0.003409252,0.001592341,0,0.002240085,0.002243003,0.00260493,0.001248439,0.001596328,0.001134857,0.001170199,0.001675256,0.003168265,0.003834524,0.001036693,0.002864016,0.003424006,0,0.001251503,0.000945888,0.001093374,0.001503452,0.005756316,0.001719353,0.000724234,0.001174142,0.002905875,0.000939333,0.001028334,0.00098648,0.00093407,0.035811987,0.002102164,0.003216055,0.001274955,0.003062787,0.001393384,0.001375557,0,0.00290701,0.00474993,0.003104134,0.000946132,0.001362076,0.0015219,0.003307092,0.001148987,0.001874062,0.001622286,0.000932424
VF0422,0.002300966,0.000275036,0.002212492,5.40E-05,0.001832599,0.000145069,0.000138047,0.000621722,5.35E-06,0.000502134,0.004359386,0.000780812,0.00043226,0.000284063,0.000651728,0.003003003,0.001650784,0.000555899,0.000288623,0.000248741,0.000396453,0.000905459,0.002001445,0.000238396,0.002424886,0.000917602,0.001200544,0.000247166,0.004770423,8.68E-05,0.00085277,0.001052159,0.000614086,0,0.001989743,0.000165019,0.000494136,7.09E-05,1.17E-05,6.46E-05,0.002422774,0.000430853,0.00319952,0.000819336,0.001661795,0,0.001531778,1.96E-05,0.001273074,0.000253989,0.001284012,0.000884566,0.000277855,0.000113006,0.000367184,0.000871487,0,0.001727482,0.001292933,0.000504668,0.002238639,1.25E-05,0.000378754,0.000200844,3.48E-05,5.14E-05,0,0.000268534,0.000466822,0.00026563,0.000373637,0.000516648,0.000113393,0.000426054,0.000199827,0.001317263,0.001854396,0.000386539,0.000768585,0.000987919,0.00103377,0.000378175,0.002559367,0.000138877,0.005268889,0.000477588,0.002198106,0,0.001235712,6.73E-05,0.001464508,3.98E-05,0.000522761,0.000245938,0.00706291,0.014224028,3.30E-05,0.000182573,0.00015607,0.000605676,0,0.001451484,3.42E-05,0.000455863,0.000832293,0.000684141,0.001258833,0.000278619,7.94E-05,6.31E-05,0.000394408,0.002418949,0.000114561,0,0,0.003091949,0.001856082,7.29E-05,0.000639478,0.002878158,0.000373772,0.007688022,0.000444066,8.57E-05,0.000762101,0.001695527,0.00318709,0.002335176,0.01541905,0.000181085,6.43E-05,0.000746315,0,0.000546771,0.000538261,0.000999001,0.000312706,0.001955854,0.000513634,0.000411025,4.13E-05,0.000177118,0.000629066,0.000393822,0.000133047,0.000316853,0.002699122
VF0586,0.002991256,0.000300039,0.001746705,0.000368688,0.00260793,0.000787516,0.000613544,0.001231639,6.42E-05,0.001562195,0.00251503,0.002196033,0.00127403,0.000318151,0.000771784,0.001126126,0.000975463,0.000802965,0.000865868,4.21E-05,0.000768633,0.000550377,0.000530818,0.000182048,0.001847532,0.000531243,0.000620207,0.001565384,0.00417412,0.000160726,0.000365473,0.001063119,0.002264441,0,0.000413709,0.001113877,0.000225107,8.50E-05,2.33E-05,0.000143661,0.000757117,0.000551091,0.000615393,0.002355592,0.001161254,0,0.000510593,0.000300393,0,0.000609573,0.001359542,0.000866041,0.001944985,5.86E-05,0.0013953,0.000304635,0.004132231,0.001485028,0.000738819,0.002876609,0.002686367,5.62E-05,5.90E-05,0.000557899,0.000225908,2.14E-05,0,0.000616633,0.001885477,0.000151789,0.000176986,0.000454401,0.000696559,0.001593442,0.0006423,0.000787806,0.000103022,0.000711232,0.002156744,0.000956691,0.00068918,0.001037782,0.000408971,0.000477738,0.001548339,0.000428902,0.000215199,0,0,0.000739946,0.001823283,0.000149126,0.001313968,0.000585162,0.002122733,0.002032004,0.00015401,4.24E-05,3.47E-05,0.000586138,0.004330254,0.000125719,9.87E-05,0.002832861,0.006658344,0.000698394,0.000953662,0.000176459,0.000476125,0.000193791,0.00181866,0.001633576,0.002520335,8.34E-05,0.00913242,0.00134966,0.000330168,0.002769881,0.002102112,0.000319795,0.000495248,0.001550604,0.000263429,0.000532443,0.001169736,0.001224207,0.000695595,0.000856231,0.000994777,0.00132271,0.000257284,0.00158592,0.001607963,0.000784881,0.000373793,0.005994006,0.000706485,0.001676446,0.00078906,0.002458393,0.000648608,0.000951188,0.00070096,0.000852605,0.000372532,0.000342201,0.000490749
VF0101,0.003528148,0.002440317,0.001094602,0.002445933,0.005145374,0.004683647,0.003481862,0.001939929,0.003028698,0.001818841,0.001461113,0.002391235,0.005858264,0.002425902,0.003464451,0.002627628,0.001772717,0.002285361,0.002866984,0.002108558,0.003422441,0.001864181,0.002245099,0.002054536,0.002463377,0.002856824,0.002013458,0.001433562,0.001391373,0.002131223,0.001760914,0.002312557,0.00437536,0.001474926,0.002955063,0.001904592,0.003343655,0.00294747,0.003336595,0.002830114,0.002574197,0.00216178,0.001754912,0.004301516,0.002652865,0,0.001943547,0.003297798,0.001273074,0.003251054,0.003002323,0.002676855,0.00166713,0.002147122,0.002780109,0.004068223,0.001652893,0.001454722,0.001591979,0.000100934,0.002462503,0.001915984,0.002387391,0.001696012,0.002632699,0.002228785,0.004672897,0.003510831,0.002685744,0.002959882,0.003628212,0.002334253,0.002932029,0.002155834,0.002907004,0.002723831,0.00206044,0.002922236,0.002243014,0.002054379,0.00172295,0.003385985,0.00208883,0.003649696,0.005217845,0.002234927,0.002151992,0.001749781,0.000308928,0.002928951,0.002393794,0.002033086,0.002175817,0.003163269,0.001099961,0.000762002,0.003531237,0.003178722,0.002184974,0.002334782,0.002598152,0.002224847,0.002497286,0.001628081,0.00832293,0.003092886,0.002365081,0.002832624,0.001794287,0.002239869,0.003199088,0.004241015,0.005613472,0.001832144,0.00152207,0.001717749,0.002097016,0.002113857,0.001455832,0.001918772,0.001952961,0.001680594,0.003018147,0.002941973,0.002693937,0.002987066,0.002263846,0.002101658,0.001492166,0.002157276,0.001350743,0.002518813,0.001607963,0.002654485,0.00367812,0.005994006,0.001714094,0.001955854,0.001980095,0.002311045,0.002105027,0.001718698,0.001698479,0.003345459,0.002615323,0.002623541,0.001766698
VF0559,0.007056297,0.008166062,0.008873259,0.007607572,0.009198238,0.007709365,0.00875834,0.010026246,0.008136281,0.008915669,0.006826511,0.006856501,0.007211921,0.008805968,0.011902618,0.006006006,0.007822466,0.008956146,0.009043505,0.00822376,0.009353053,0.009161119,0.008632317,0.008053435,0.006189234,0.008845382,0.007562098,0.007398497,0.007155635,0.008428456,0.007741378,0.009929746,0.005641911,0.008849558,0.007597796,0.011131891,0.007719506,0.00777962,0.009066126,0.007506267,0.008933979,0.008905132,0.007186534,0.005837771,0.008339006,0.001584786,0.008325956,0.008205312,0.002546149,0.009546064,0.006174588,0.008067616,0.006390664,0.008760089,0.008287872,0.007342082,0.009090909,0.011092254,0.007704824,0.00333081,0.007611372,0.00769514,0.007848275,0.008323849,0.008827797,0.008465096,0.004672897,0.00956776,0.009318258,0.008796163,0.007925037,0.00887016,0.008877082,0.008086506,0.009667812,0.008244851,0.007932692,0.008171438,0.00834464,0.009693717,0.003445899,0.008838739,0.008355321,0.007421604,0.006613051,0.009558718,0.007931628,0.005540974,0.008958913,0.008629895,0.01023391,0.007973277,0.013839046,0.008336443,0.005808568,0.003810008,0.009031605,0.008672207,0.007956079,0.00933913,0.009815242,0.006545011,0.008626644,0.006968187,0.009987516,0.009036359,0.008401759,0.008405,0.00794424,0.008269938,0.005258776,0.00656572,0.005842594,0.008620086,0.01217656,0.009889328,0.008129283,0.006851811,0.012163679,0.003517749,0.010045133,0.005761374,0.00837705,0.008122011,0.009783244,0.007859412,0.006576534,0.00856231,0.004476498,0.009188108,0.008619026,0.006841221,0.006278714,0.009736051,0.007849646,0,0.008964247,0.006705784,0.007741724,0.009407039,0.009605293,0.009328199,0.007467918,0.009882097,0.009921502,0.009087337,0.00785199
VF0602,0.00207087,0.000300039,0.002259071,0.000170856,0.000704846,0,7.67E-05,0.001499215,5.35E-05,0.000106006,0.000407195,0.00136642,0.000250256,0.000335195,0,0,0.000225107,0,0.000731177,7.65E-05,0.000639179,0.001367066,0.000469904,0.000212389,0.000107773,0.000375214,0.000491736,0,0.000397535,0.000170369,0.00087492,0.000438399,0.000134331,0,0,0.001801455,0.000170202,9.92E-05,1.40E-05,7.18E-05,0,0.000721428,1.56E-05,0.000512085,0.00135146,0,0.00124354,0.000333045,0,0.000304786,0.000849714,0.000402918,0,8.37E-06,0.000419639,0,0,0.003151897,0.002357184,0.000201867,0.000783524,0,0.000186272,0.000156212,5.21E-05,0,0,0.000417719,0.000703265,0.000531261,1.97E-05,0.000672265,0.000291583,0.00055387,0.000509083,0.000653847,0,0.000633924,0.000125483,0.001253824,0,0.000123127,0.000343008,0,2.27E-05,0.001421172,3.07E-05,0,0,0.001308919,0.000599919,1.99E-05,0,0,5.79E-05,0,0.000165011,1.30E-05,5.90E-05,0.000586138,0.001154734,0,7.59E-05,0.002735176,0,1.43E-05,0.001306516,0.000362204,2.20E-05,0.000274913,0.000306762,0.000534054,0,0.000287002,0,0.000539864,1.78E-05,0.002113857,0.000401374,0,0.001326892,8.36E-05,0.000143004,0.00016244,0.000212679,0.000691677,0,0.000155678,0,0.001188864,0.000385927,0.000279868,0.000306279,0.000899526,7.48E-05,0,0.000532759,0,0.00039453,0.002287779,0.001945824,0.003011001,0,0.001347928,0.000342121,0.00049429,0
VF0560,0.011274735,0.015852061,0.012436536,0.013902253,0.012687225,0.012848942,0.016458317,0.015310881,0.017174214,0.016274723,0.016287815,0.016397043,0.011705153,0.016685888,0.016284634,0.018768769,0.01755834,0.012476838,0.016336034,0.013998377,0.017144568,0.01201953,0.015959345,0.013969979,0.013363818,0.014194962,0.016896217,0.015340759,0.011727291,0.013275944,0.014497087,0.015804299,0.012416043,0.008849558,0.01476875,0.012658315,0.015856283,0.013816265,0.016585116,0.016384493,0.010448213,0.013799824,0.015987171,0.010753789,0.013114163,0.004754358,0.014008359,0.016273489,0.007638447,0.015684773,0.013519893,0.016579831,0.008613504,0.015186806,0.015505665,0.017919461,0.009090909,0.011789308,0.012876556,0.012717638,0.015670472,0.01381131,0.014411271,0.015464953,0.014953385,0.014302798,0.009345794,0.017041951,0.014980751,0.016393194,0.018082062,0.015748424,0.014579149,0.013522956,0.016300159,0.017896271,0.015899725,0.016080029,0.011277812,0.014310629,0.012405238,0.013447196,0.015281442,0.015537594,0.015041005,0.013861648,0.018553246,0.014873141,0.011121409,0.015426744,0.014721538,0.014589505,0.017434796,0.016554157,0.015187186,0.008382017,0.015863063,0.017249867,0.014420826,0.014418991,0.012702079,0.01760829,0.015340473,0.013089772,0.014981273,0.019170194,0.013122383,0.015500492,0.01659826,0.012794743,0.01511898,0.015110581,0.01214343,0.013983027,0.01369863,0.016416775,0.01629426,0.010569283,0.018320351,0.015030381,0.0138763,0.016309192,0.018221777,0.01614024,0.015809156,0.014672127,0.017162225,0.018370047,0.011937329,0.017549523,0.015179777,0.020430375,0.013016845,0.016420767,0.016402021,0.014985015,0.016515525,0.014529198,0.013659677,0.016968343,0.012441478,0.011716008,0.015690715,0.013134176,0.014312052,0.015766594,0.013299308
VF0094,0.0137291,0.008376089,0.01651218,0.014837462,0.022625551,0.014258181,0.008267505,0.00972719,0.006049369,0.018679387,0.019281899,0.010760559,0.015936753,0.00805604,0.010985053,0.02027027,0.012709162,0.010747375,0.010909931,0.013741983,0.009984142,0.009107856,0.008162413,0.013423837,0.016004249,0.007359388,0.011985505,0.017054442,0.014510038,0.014802838,0.011506855,0.015365899,0.024390712,0.014749263,0.010460924,0.010561201,0.009899196,0.014638156,0.005580409,0.009991596,0.018019382,0.010864011,0.008751092,0.021200328,0.015887158,0.004754358,0.006518293,0.009632181,0.024188415,0.008752838,0.014388489,0.009480144,0.028619061,0.010595397,0.015610575,0.00900022,0.014876033,0.013941084,0.005312459,0.015644714,0.025184688,0.012694173,0.012970765,0.012809355,0.01491863,0.013539867,0.025700935,0.008150498,0.014089545,0.005950122,0.009930877,0.007183273,0.011096352,0.020817001,0.008240477,0.008726465,0.004807692,0.008418823,0.019167575,0.01109043,0.019641626,0.014344262,0.006987687,0.010899092,0.018001565,0.006366296,0.006148549,0.014873141,0.016991041,0.00752278,0.017209436,0.015702981,0.01573229,0.010897588,0.023041297,0.01524003,0.006644445,0.006210735,0.014243947,0.010208567,0.021073903,0.012530001,0.009685524,0.016964606,0.018310445,0.008694289,0.009984837,0.007123354,0.008631977,0.014935463,0.01119681,0.019445841,0.018787948,0.013265521,0.0152207,0.019557802,0.008495146,0.020118084,0.016000544,0.021106492,0.006989544,0.022376973,0.006781421,0.008672502,0.015880049,0.007026951,0.011812468,0.013855375,0.016165133,0.011235159,0.012735576,0.015454941,0.018912711,0.010600302,0.009434526,0.021978022,0.014025457,0.016485052,0.015751431,0.012098088,0.007576919,0.007766939,0.014234875,0.011294985,0.012586243,0.005576609,0.019188301
VF0279,0.014879583,0.023513057,0.01881783,0.022103323,0.017092511,0.018630966,0.02573817,0.023959895,0.021275799,0.018790973,0.015760857,0.020130298,0.01495848,0.022872791,0.023899565,0.013888889,0.021328881,0.022791847,0.022031518,0.022248925,0.022905272,0.023968043,0.032466911,0.022777612,0.021777788,0.030117394,0.021753769,0.017845373,0.021665673,0.021579034,0.022847587,0.024046207,0.013586644,0.030973451,0.023003526,0.016460622,0.022236131,0.024118239,0.02357053,0.022253029,0.018019382,0.025745977,0.032579304,0.014645637,0.020752413,0.006339144,0.024924338,0.024397172,0.017823043,0.022773008,0.022243622,0.021850179,0.016393443,0.024497278,0.019219471,0.021185607,0.016528926,0.013668323,0.024416201,0.012263437,0.013319901,0.021238088,0.024119165,0.023119323,0.023503141,0.022292134,0.007009346,0.022631432,0.018206069,0.022328137,0.024050421,0.022713833,0.022808268,0.01552541,0.025630168,0.024890839,0.032520604,0.020687576,0.012932623,0.023916341,0.025155065,0.019559558,0.035483729,0.022670333,0.018642453,0.022300584,0.027975898,0.023330417,0.016373185,0.020211165,0.014950918,0.022468336,0.020684393,0.023584586,0.014801235,0.006096012,0.022529509,0.023643175,0.022630084,0.022419772,0.008083141,0.023136119,0.023481323,0.015336524,0.017062006,0.019768817,0.023488685,0.022400951,0.026151628,0.022750216,0.015557211,0.014670772,0.014892886,0.020700887,0.02435312,0.021373709,0.033855654,0.01450543,0.021225212,0.022705469,0.021267649,0.015324977,0.023791424,0.026554463,0.020310866,0.027091712,0.02194286,0.016579746,0.010196469,0.022037288,0.019232006,0.018782263,0.0143951,0.019833676,0.027391525,0.016983017,0.020673361,0.015926236,0.021148306,0.020621035,0.020554972,0.016248909,0.019590927,0.027453878,0.023153973,0.023903373,0.018697551
VF0207,0.004755331,0.003900507,0.003633145,0.002850591,0.006837004,0.00288065,0.00404939,0.004564539,0.00293773,0.004513627,0.004622865,0.004465266,0.00379934,0.003079248,0.004030425,0.003378378,0.003601711,0.004323657,0.004656443,0.002632828,0.004288165,0.004509543,0.005055823,0.002635354,0.004341701,0.005026376,0.003619352,0.003130767,0.003975353,0.002635902,0.002912707,0.005184073,0.003473422,0.014749263,0.004045153,0.003850438,0.002690297,0.002876617,0.00282865,0.002514061,0.003634161,0.003577083,0.004800584,0.005632937,0.004044368,0,0.00348356,0.003813691,0,0.003239332,0.004984988,0.00340396,0.006668519,0.00351157,0.00396559,0.003775156,0.003305785,0.004182325,0.003465412,0.004037345,0.004701142,0.002059527,0.002679217,0.003191181,0.002919429,0.002331652,0,0.003366618,0.004874352,0.003104082,0.004926108,0.003093663,0.004065963,0.00417533,0.004172574,0.004025146,0.004498626,0.003618007,0.004595826,0.00382582,0.006202619,0.00411595,0.004643799,0.00390523,0.004270693,0.002951309,0.004088785,0.003791193,0.005251776,0.003049473,0.004417049,0.002639532,0.004860267,0.004596492,0.004496333,0.001778004,0.003399228,0.003739482,0.002576882,0.003399599,0.009526559,0.003306793,0.002698436,0.00520986,0.002496879,0.003648751,0.003671597,0.002563293,0.003716423,0.002375072,0.003856435,0.005120633,0.004353305,0.002639755,0.01065449,0.004269834,0.00388171,0.00408193,0.005993401,0.003837544,0.004083463,0.003686165,0.002995567,0.003736125,0.005175195,0.005808864,0.004148276,0.004826029,0.003233027,0.004857809,0.002572844,0.005815038,0.002526799,0.003968499,0.005023773,0.003996004,0.003706149,0.005867561,0.003610323,0.004815969,0.003231246,0.002827323,0.002965599,0.004437606,0.003751924,0.002522148,0.002306522
VF0304,0.00613591,0.009276206,0.00537985,0.008839531,0.004264317,0.006175782,0.008589616,0.00862147,0.009433912,0.005808017,0.002562936,0.007344509,0.003810716,0.009237744,0.007186163,0.001876877,0.006312373,0.009017912,0.00717708,0.009421543,0.008082786,0.007403462,0.007213902,0.009566163,0.006897454,0.007218218,0.006290673,0.005091616,0.003975353,0.009524605,0.008793497,0.007913109,0.001880637,0.002949853,0.007807934,0.009516082,0.009157992,0.009508424,0.010093667,0.009495967,0.003937008,0.008850023,0.006505952,0.001945924,0.005746206,0.012678288,0.0086389,0.008966091,0.001909612,0.009280353,0.007118714,0.007743429,0.007224229,0.008793573,0.007626941,0.008155726,0.002479339,0.006576555,0.008417257,0.00095887,0.002910231,0.008469023,0.009701685,0.007810582,0.008445491,0.009420902,0,0.008777077,0.006741641,0.00958167,0.00863298,0.008148097,0.008342513,0.005922151,0.008540218,0.008114082,0.008413462,0.008805362,0.003819398,0.008124781,0.005168849,0.005971646,0.008408091,0.006571675,0.004996654,0.00945439,0.008900025,0.009040537,0.006796416,0.009860335,0.00600507,0.008808383,0.007933256,0.007412056,0.002103435,0.004318009,0.009801657,0.009118858,0.009402323,0.009739657,0.002598152,0.008263172,0.008816408,0.004558627,0.003745318,0.009178889,0.007915391,0.010058138,0.008689289,0.009072145,0.003242912,0.005152048,0.004009623,0.008857029,0.00456621,0.007361783,0.00878962,0.007872294,0.008612538,0.001918772,0.008914472,0.002455896,0.009498506,0.009340312,0.007780515,0.009157072,0.00614653,0.003891959,0.003481721,0.009062136,0.0094552,0.005224205,0.004364472,0.007451959,0.0087617,0.002997003,0.008002965,0.006426376,0.007711948,0.008491927,0.008520349,0.008324532,0.004691038,0.007624724,0.009476745,0.008922574,0.003925995
